Year,Player,TM,ATT,RusYDS,RusY/A,RusTD,FL,G,TmRBWR,RYOE,RYOE/ATT,RYOE%,TGT,REC,RecYDS,Y/R,RecTD,Routes,Y/RR,Open,Catch,YAC,Overall,Snaps,Snaps/G,Rush%,Tgt%,Touch %,Util%,In5ATT,In5RushTD,In5Rush%,RusTD%,xRusTD%,In5REC,In5TG,In5RecTD,RecTD%,xRecTD%,significant_injury,position,gsis_id,birth_date,draft_round,draft_pick,rookie_season,last_season,age,year_signed,years,inflated_value,inflated_guaranteed,inflated_apy,pct_gtd_sign
2022,Jeff Wilson Jr.,MIA,176.0,860.0,4.9,5.0,2.0,16.0,71.0,69.0,0.4,34.9,37.0,22.0,185.0,8.4,1.0,241.0,0.82,61.0,29.0,33.0,30.0,525.0,33.0,34.0,7.0,38.0,41.0,9.0,3.0,0.563,0.0284,0.0301,0.0,0.0,0.0,0.027,0.0291,0.0,RB,00-0034115,1995-11-16,,,2018.0,2025.0,26.79,2022.0,1.0,1.569654,0.766744,1.569654,0.488
2023,Jeff Wilson Jr.,MIA,41.0,188.0,4.6,0.0,0.0,9.0,71.0,,,,17.0,14.0,85.0,6.1,0.0,,,,,,,147.0,16.0,28.0,12.0,37.0,39.0,1.0,0.0,0.037,0.0,0.0119,0.0,0.0,0.0,0.0,0.0099,0.0,RB,00-0034115,1995-11-16,,,2018.0,2025.0,27.79,2023.0,2.0,8.039146,3.543923,4.019573,0.441
2018,Jeremy McNichols,IND,2.0,4.0,2.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,2.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0033955,1995-12-26,5.0,162.0,2017.0,2026.0,22.68,2018.0,3.0,3.289063,0.0,1.096354,0.0
2019,Jeremy McNichols,JAC,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0033955,1995-12-26,5.0,162.0,2017.0,2026.0,23.68,2019.0,1.0,0.217658,0.0,0.217658,0.0
2020,Jeremy McNichols,TEN,47.0,204.0,4.3,1.0,0.0,16.0,70.0,,,,17.0,12.0,55.0,4.6,0.0,,,,,,,271.0,17.0,17.0,6.0,22.0,24.0,1.0,1.0,0.048,0.0213,0.0225,0.0,0.0,0.0,0.0,0.0267,0.0,RB,00-0033955,1995-12-26,5.0,162.0,2017.0,2026.0,24.68,2020.0,1.0,0.21701,0.0,0.21701,0.0
2021,Jeremy McNichols,TEN,41.0,156.0,3.8,0.0,0.0,13.0,69.0,,,,38.0,28.0,240.0,8.6,1.0,112.0,2.14,60.0,37.0,60.0,56.0,268.0,21.0,15.0,14.0,26.0,29.0,1.0,0.0,0.059,0.0,0.0109,0.0,0.0,0.0,0.0263,0.0279,0.0,RB,00-0033955,1995-12-26,5.0,162.0,2017.0,2026.0,25.68,2021.0,1.0,0.273308,0.0,0.273308,0.0
2022,Jeremy McNichols,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,RB,00-0033955,1995-12-26,5.0,162.0,2017.0,2026.0,26.68,2022.0,1.0,1.49732,0.0,1.49732,0.0
2023,Jeremy McNichols,SF,0.0,0.0,0.0,0.0,0.0,2.0,69.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0033955,1995-12-26,5.0,162.0,2017.0,2026.0,27.68,2023.0,1.0,0.496819,0.0,0.496819,0.0
2024,Jeremy McNichols,WAS,55.0,261.0,4.7,4.0,0.0,17.0,74.0,,,,12.0,9.0,27.0,3.0,0.0,,,,,,,251.0,16.0,22.0,5.0,25.0,27.0,2.0,2.0,0.091,0.0727,0.0529,0.0,0.0,0.0,0.0,0.0117,0.0,RB,00-0033955,1995-12-26,5.0,162.0,2017.0,2026.0,28.68,2024.0,1.0,1.326742,0.0,1.326742,0.0
2025,Jeremy McNichols,WAS,44.0,221.0,5.0,1.0,1.0,17.0,70.0,,,,31.0,25.0,196.0,7.8,0.0,168.0,1.17,87.0,68.0,52.0,74.0,337.0,20.0,13.0,9.0,20.0,22.0,1.0,0.0,0.05,0.0227,0.021,0.0,0.0,0.0,0.0,0.0069,0.0,RB,00-0033955,1995-12-26,5.0,162.0,2017.0,2026.0,29.68,2025.0,1.0,1.44289,0.531307,1.44289,0.368
2018,Jerick McKinnon,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,RB,00-0031376,1992-05-03,3.0,96.0,2014.0,2023.0,26.33,2018.0,4.0,50.993228,19.887359,12.748307,0.39
2019,Jerick McKinnon,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,RB,00-0031376,1992-05-03,3.0,96.0,2014.0,2023.0,27.33,2018.0,4.0,50.993228,19.887359,12.748307,0.39
2020,Jerick McKinnon,SF,81.0,319.0,3.9,5.0,0.0,16.0,69.0,,,,46.0,33.0,253.0,7.7,1.0,170.0,1.49,50.0,41.0,38.0,35.0,372.0,23.0,22.0,12.0,31.0,34.0,4.0,3.0,0.167,0.0617,0.0477,1.0,1.0,1.0,0.0217,0.0263,0.0,RB,00-0031376,1992-05-03,3.0,96.0,2014.0,2023.0,28.33,2020.0,1.0,1.762825,0.0,1.762825,0.0
2021,Jerick McKinnon,KC,12.0,62.0,5.2,0.0,0.0,9.0,74.0,,,,20.0,13.0,107.0,8.2,1.0,188.0,1.45,17.0,36.0,83.0,59.0,147.0,16.0,8.0,14.0,17.0,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0031376,1992-05-03,3.0,96.0,2014.0,2023.0,29.33,2021.0,1.0,1.633907,0.247562,1.633907,0.152
2022,Jerick McKinnon,KC,72.0,291.0,4.0,1.0,1.0,17.0,74.0,,,,71.0,56.0,512.0,9.1,9.0,332.0,1.64,63.0,79.0,47.0,66.0,535.0,31.0,13.0,13.0,24.0,27.0,5.0,0.0,0.278,0.0139,0.0291,3.0,3.0,2.0,0.1268,0.0963,0.0,RB,00-0031376,1992-05-03,3.0,96.0,2014.0,2023.0,30.33,2022.0,1.0,1.717939,0.0,1.717939,0.0
2023,Jerick McKinnon,KC,21.0,60.0,2.9,1.0,0.0,12.0,75.0,,,,32.0,25.0,192.0,7.7,4.0,159.0,1.3,61.0,49.0,27.0,34.0,264.0,22.0,8.0,12.0,18.0,20.0,0.0,0.0,0.0,,,1.0,1.0,1.0,,,0.0,RB,00-0031376,1992-05-03,3.0,96.0,2014.0,2023.0,31.33,2023.0,1.0,1.765262,1.463794,1.765262,0.829
2022,Jerome Ford,CLE,8.0,12.0,1.5,0.0,0.0,13.0,72.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0037267,1999-09-12,5.0,156.0,2022.0,2026.0,22.97,2022.0,4.0,5.760917,0.466047,1.440229,0.081
2023,Jerome Ford,CLE,204.0,813.0,4.0,4.0,1.0,17.0,70.0,-4.0,-0.02,35.2,63.0,44.0,319.0,7.3,5.0,286.0,1.17,62.0,58.0,45.0,54.0,629.0,37.0,32.0,10.0,39.0,42.0,4.0,3.0,0.222,0.0196,0.0176,1.0,1.0,1.0,0.0794,0.0506,0.0,RB,00-0037267,1999-09-12,5.0,156.0,2022.0,2026.0,23.97,2022.0,4.0,5.760917,0.466047,1.440229,0.081
2024,Jerome Ford,CLE,104.0,565.0,5.4,3.0,0.0,14.0,72.0,114.0,1.1,39.8,43.0,37.0,225.0,6.1,0.0,264.0,0.85,50.0,78.0,43.0,57.0,526.0,38.0,20.0,8.0,27.0,28.0,3.0,2.0,0.2,0.0288,0.0247,0.0,0.0,0.0,0.0,0.0031,0.0,RB,00-0037267,1999-09-12,5.0,156.0,2022.0,2026.0,24.97,2022.0,4.0,5.760917,0.466047,1.440229,0.081
2025,Jerome Ford,CLE,24.0,73.0,3.0,0.0,0.0,13.0,70.0,,,,32.0,26.0,103.0,4.0,0.0,148.0,0.7,66.0,58.0,21.0,35.0,269.0,21.0,9.0,12.0,19.0,21.0,3.0,0.0,0.167,,,0.0,0.0,0.0,,,0.0,RB,00-0037267,1999-09-12,5.0,156.0,2022.0,2026.0,25.97,2025.0,1.0,1.887894,1.887894,1.887894,1.0
2018,Joe Mixon,CIN,237.0,1168.0,4.9,8.0,0.0,14.0,,174.0,0.75,39.9,55.0,43.0,296.0,6.9,1.0,,,,,,,595.0,43.0,40.0,9.0,47.0,49.0,13.0,6.0,0.813,0.0338,0.0331,0.0,1.0,0.0,0.0182,0.0257,0.0,RB,00-0033897,1996-07-24,2.0,48.0,2017.0,2025.0,22.11,2017.0,4.0,9.829873,5.079796,2.457469,0.517
2019,Joe Mixon,CIN,278.0,1137.0,4.1,5.0,0.0,16.0,,-28.0,-0.1,35.8,45.0,35.0,287.0,8.2,3.0,,,,,,,653.0,41.0,43.0,7.0,48.0,49.0,15.0,3.0,0.938,0.018,0.0268,3.0,3.0,3.0,0.0667,0.0568,0.0,RB,00-0033897,1996-07-24,2.0,48.0,2017.0,2025.0,23.1,2017.0,4.0,9.829873,5.079796,2.457469,0.517
2020,Joe Mixon,CIN,119.0,428.0,3.6,3.0,1.0,6.0,71.0,-29.0,-0.25,37.6,26.0,21.0,138.0,6.6,1.0,,,,,,,290.0,48.0,41.0,9.0,48.0,50.0,5.0,0.0,0.333,0.0252,0.0265,0.0,1.0,0.0,0.0385,0.0346,1.0,RB,00-0033897,1996-07-24,2.0,48.0,2017.0,2025.0,24.11,2020.0,4.0,72.944501,15.196771,18.236125,0.208
2021,Joe Mixon,CIN,292.0,1205.0,4.1,13.0,1.0,16.0,71.0,-21.0,-0.07,35.9,48.0,42.0,314.0,7.5,3.0,306.0,1.38,42.0,55.0,53.0,53.0,697.0,44.0,42.0,7.0,48.0,49.0,15.0,7.0,0.938,0.0445,0.038,1.0,2.0,0.0,0.0625,0.0531,0.0,RB,00-0033897,1996-07-24,2.0,48.0,2017.0,2025.0,25.11,2020.0,4.0,72.944501,15.196771,18.236125,0.208
2022,Joe Mixon,CIN,212.0,826.0,3.9,7.0,0.0,15.0,72.0,43.0,0.21,41.7,75.0,60.0,441.0,7.4,2.0,275.0,1.79,73.0,68.0,55.0,71.0,624.0,45.0,34.0,12.0,43.0,46.0,16.0,5.0,0.941,0.033,0.0388,1.0,3.0,0.0,0.0267,0.0355,0.0,RB,00-0033897,1996-07-24,2.0,48.0,2017.0,2025.0,26.11,2020.0,4.0,72.944501,15.196771,18.236125,0.208
2023,Joe Mixon,CIN,257.0,1034.0,4.0,9.0,0.0,17.0,67.0,6.0,0.02,41.0,64.0,52.0,376.0,7.2,3.0,290.0,1.3,60.0,77.0,68.0,81.0,752.0,44.0,34.0,9.0,41.0,43.0,20.0,6.0,1.0,0.035,0.0407,2.0,3.0,1.0,0.0469,0.047,0.0,RB,00-0033897,1996-07-24,2.0,48.0,2017.0,2025.0,27.1,2023.0,2.0,15.408363,5.530932,7.704181,0.359
2024,Joe Mixon,HOU,245.0,1016.0,4.1,11.0,0.0,14.0,68.0,80.0,0.33,38.2,52.0,36.0,309.0,8.6,1.0,228.0,1.46,55.0,53.0,63.0,65.0,557.0,40.0,44.0,9.0,51.0,54.0,12.0,6.0,1.0,0.0447,0.0413,1.0,2.0,0.0,0.0192,0.0319,0.0,RB,00-0033897,1996-07-24,2.0,48.0,2017.0,2025.0,28.11,2024.0,2.0,23.291699,15.331245,11.64585,0.658
2020,Jonathan Taylor,IND,232.0,1169.0,5.0,11.0,1.0,15.0,72.0,151.0,0.66,42.5,40.0,36.0,299.0,8.3,1.0,161.0,1.89,30.0,41.0,59.0,46.0,511.0,34.0,45.0,8.0,52.0,53.0,15.0,7.0,0.625,0.0474,0.0447,0.0,1.0,0.0,0.0244,0.0267,0.0,RB,00-0036223,1999-01-19,2.0,41.0,2020.0,2026.0,21.62,2020.0,4.0,11.897786,7.339735,2.974447,0.617
2021,Jonathan Taylor,IND,332.0,1811.0,5.5,18.0,2.0,17.0,72.0,390.0,1.19,41.9,51.0,40.0,360.0,9.0,2.0,219.0,1.64,34.0,53.0,61.0,55.0,767.0,45.0,43.0,7.0,49.0,50.0,29.0,12.0,0.967,0.0542,0.0525,0.0,0.0,0.0,0.0377,0.0255,0.0,RB,00-0036223,1999-01-19,2.0,41.0,2020.0,2026.0,22.62,2020.0,4.0,11.897786,7.339735,2.974447,0.617
2022,Jonathan Taylor,IND,192.0,861.0,4.5,4.0,3.0,12.0,71.0,126.0,0.66,42.6,40.0,28.0,143.0,5.1,0.0,203.0,0.7,25.0,41.0,42.0,30.0,524.0,48.0,37.0,8.0,42.0,44.0,9.0,3.0,0.75,0.0208,0.0256,1.0,1.0,0.0,0.0,0.0105,1.0,RB,00-0036223,1999-01-19,2.0,41.0,2020.0,2026.0,23.62,2020.0,4.0,11.897786,7.339735,2.974447,0.617
2023,Jonathan Taylor,IND,169.0,741.0,4.4,7.0,0.0,10.0,74.0,54.0,0.32,33.5,23.0,19.0,153.0,8.1,1.0,,,,,,,386.0,39.0,44.0,6.0,49.0,50.0,12.0,6.0,0.5,0.0414,0.0397,0.0,0.0,0.0,0.0435,0.0417,0.0,RB,00-0036223,1999-01-19,2.0,41.0,2020.0,2026.0,24.62,2023.0,3.0,56.274021,25.922971,18.758007,0.461
2024,Jonathan Taylor,IND,303.0,1431.0,4.7,11.0,1.0,14.0,74.0,194.0,0.65,39.0,31.0,18.0,136.0,7.6,1.0,232.0,0.59,57.0,48.0,48.0,50.0,707.0,51.0,43.0,4.0,45.0,47.0,18.0,6.0,0.692,0.0363,0.0357,0.0,0.0,0.0,0.0313,0.0252,0.0,RB,00-0036223,1999-01-19,2.0,41.0,2020.0,2026.0,25.62,2023.0,3.0,56.274021,25.922971,18.758007,0.461
2025,Jonathan Taylor,IND,323.0,1585.0,4.9,18.0,1.0,17.0,73.0,195.0,0.61,37.4,55.0,46.0,378.0,8.2,2.0,337.0,1.12,52.0,80.0,55.0,69.0,883.0,52.0,37.0,6.0,42.0,43.0,22.0,9.0,0.917,0.0557,0.048,0.0,0.0,0.0,0.0364,0.0267,0.0,RB,00-0036223,1999-01-19,2.0,41.0,2020.0,2026.0,26.62,2023.0,3.0,56.274021,25.922971,18.758007,0.461
2018,Jonathan Williams,NO,3.0,0.0,0.0,0.0,0.0,3.0,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,,18.0,6.0,17.0,6.0,22.0,22.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0032975,1994-02-02,5.0,156.0,2016.0,2023.0,24.58,2018.0,2.0,2.294695,0.0,1.147348,0.0
2019,Jonathan Williams,IND,49.0,235.0,4.8,1.0,0.0,9.0,,,,,5.0,5.0,59.0,11.8,0.0,,,,,,,99.0,11.0,49.0,5.0,55.0,55.0,1.0,0.0,0.071,0.0204,0.0206,0.0,0.0,0.0,0.0,0.0017,0.0,RB,00-0032975,1994-02-02,5.0,156.0,2016.0,2023.0,25.58,2018.0,2.0,2.294695,0.0,1.147348,0.0
2020,Jonathan Williams,DET,1.0,5.0,5.0,0.0,1.0,5.0,70.0,,,,4.0,4.0,21.0,5.3,0.0,,,,,,,27.0,5.0,4.0,15.0,19.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0032975,1994-02-02,5.0,156.0,2016.0,2023.0,26.58,2020.0,1.0,1.382906,0.0,1.382906,0.0
2021,Jonathan Williams,WAS,17.0,79.0,4.6,1.0,0.0,5.0,75.0,,,,6.0,4.0,28.0,7.0,0.0,,,,,,,55.0,11.0,31.0,11.0,38.0,42.0,2.0,1.0,0.095,,,0.0,0.0,0.0,,,0.0,RB,00-0032975,1994-02-02,5.0,156.0,2016.0,2023.0,27.58,2021.0,1.0,0.415904,0.0,0.415904,0.0
2022,Jonathan Williams,WAS,37.0,152.0,4.1,0.0,0.0,9.0,71.0,,,,10.0,7.0,40.0,5.7,0.0,,,,,,,99.0,12.0,37.0,10.0,44.0,47.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0044,0.0,RB,00-0032975,1994-02-02,5.0,156.0,2016.0,2023.0,28.58,2022.0,1.0,1.526254,0.028934,1.526254,0.019
2018,Jordan Howard,CHI,250.0,935.0,3.7,9.0,1.0,16.0,,-113.0,-0.45,33.5,27.0,20.0,145.0,7.3,0.0,152.0,0.95,29.0,41.0,49.0,37.0,624.0,39.0,40.0,4.0,43.0,44.0,11.0,5.0,0.917,0.036,0.0329,0.0,1.0,0.0,0.0,0.0203,0.0,RB,00-0032780,1994-11-02,5.0,150.0,2016.0,2022.0,23.83,2016.0,4.0,5.02037,0.481129,1.255092,0.096
2019,Jordan Howard,PHI,119.0,525.0,4.4,6.0,0.0,10.0,,-10.0,-0.08,41.2,14.0,10.0,69.0,6.9,1.0,,,,,,,280.0,28.0,43.0,5.0,46.0,48.0,10.0,5.0,0.556,0.0504,0.0473,0.0,0.0,0.0,0.0714,0.0446,0.0,RB,00-0032780,1994-11-02,5.0,150.0,2016.0,2022.0,24.83,2016.0,4.0,5.02037,0.481129,1.255092,0.096
2020,Jordan Howard,PHI,35.0,60.0,1.7,4.0,0.0,7.0,73.0,,,,1.0,1.0,-3.0,-3.0,0.0,,,,,,,68.0,10.0,51.0,1.0,53.0,53.0,9.0,4.0,0.429,0.1143,0.113,0.0,0.0,0.0,0.0,0.0022,0.0,RB,00-0032780,1994-11-02,5.0,150.0,2016.0,2022.0,25.83,2020.0,2.0,14.816852,7.218466,7.408426,0.487
2021,Jordan Howard,PHI,86.0,406.0,4.7,3.0,0.0,7.0,74.0,,,,5.0,2.0,19.0,9.5,0.0,,,,,,,153.0,22.0,56.0,3.0,58.0,59.0,8.0,3.0,0.276,0.0349,0.0447,0.0,0.0,0.0,0.0,0.006,0.0,RB,00-0032780,1994-11-02,5.0,150.0,2016.0,2022.0,26.83,2021.0,1.0,0.415904,0.0,0.415904,0.0
2022,Jordan Mason,SF,43.0,258.0,6.0,1.0,0.0,12.0,71.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,82.0,9.0,52.0,0.0,52.0,52.0,1.0,0.0,0.053,0.0233,0.0242,0.0,0.0,0.0,0.0,0.0,0.0,RB,00-0037525,1999-05-24,,,2022.0,2026.0,23.27,2022.0,3.0,3.703516,0.057867,1.234505,0.016
2023,Jordan Mason,SF,40.0,206.0,5.2,3.0,0.0,16.0,69.0,,,,4.0,3.0,31.0,10.3,0.0,,,,,,,99.0,9.0,40.0,4.0,43.0,44.0,1.0,1.0,0.042,0.075,0.048,0.0,0.0,0.0,0.0,0.0026,0.0,RB,00-0037525,1999-05-24,,,2022.0,2026.0,24.27,2022.0,3.0,3.703516,0.057867,1.234505,0.016
2024,Jordan Mason,SF,153.0,789.0,5.2,3.0,1.0,12.0,71.0,207.0,1.38,48.7,14.0,11.0,91.0,8.3,0.0,,,,,,,378.0,32.0,40.0,4.0,43.0,44.0,9.0,2.0,0.474,0.0196,0.0288,0.0,0.0,0.0,0.0,0.0171,1.0,RB,00-0037525,1999-05-24,,,2022.0,2026.0,25.28,2022.0,3.0,3.703516,0.057867,1.234505,0.016
2025,Jordan Mason,MIN,159.0,758.0,4.8,6.0,1.0,16.0,74.0,158.0,1.02,43.9,16.0,14.0,51.0,3.6,0.0,,,,,,,413.0,26.0,38.0,4.0,42.0,42.0,7.0,4.0,0.583,0.0377,0.0319,0.0,0.0,0.0,0.0,0.0057,0.0,RB,00-0037525,1999-05-24,,,2022.0,2026.0,26.28,2025.0,2.0,11.327364,7.799699,5.663682,0.689
2018,Jordan Wilkins,IND,60.0,336.0,5.6,1.0,2.0,16.0,,,,,17.0,16.0,85.0,5.3,0.0,,,,,,,200.0,13.0,30.0,9.0,38.0,39.0,1.0,0.0,0.059,0.0167,0.0158,1.0,1.0,0.0,0.0,0.039,0.0,RB,00-0034400,1994-07-18,5.0,169.0,2018.0,2023.0,24.12,2018.0,4.0,4.591498,0.410054,1.147875,0.089
2019,Jordan Wilkins,IND,51.0,307.0,6.0,2.0,0.0,14.0,,,,,11.0,7.0,43.0,6.1,0.0,,,,,,,173.0,12.0,29.0,6.0,34.0,36.0,5.0,2.0,0.357,0.0392,0.0451,0.0,0.0,0.0,0.0,0.0077,0.0,RB,00-0034400,1994-07-18,5.0,169.0,2018.0,2023.0,25.12,2018.0,4.0,4.591498,0.410054,1.147875,0.089
2020,Jordan Wilkins,IND,84.0,308.0,3.7,1.0,0.0,15.0,72.0,,,,16.0,12.0,105.0,8.8,0.0,,,,,,,182.0,12.0,46.0,9.0,53.0,55.0,2.0,1.0,0.083,0.0119,0.0151,0.0,0.0,0.0,0.0,0.0133,0.0,RB,00-0034400,1994-07-18,5.0,169.0,2018.0,2023.0,26.12,2018.0,4.0,4.591498,0.410054,1.147875,0.089
2018,Josh Adams,PHI,120.0,511.0,4.3,3.0,1.0,16.0,,-18.0,-0.15,35.0,13.0,7.0,58.0,8.3,0.0,,,,,,,252.0,16.0,48.0,5.0,50.0,53.0,5.0,1.0,0.417,0.025,0.0276,0.0,0.0,0.0,0.0,0.0028,0.0,RB,00-0034457,1996-10-29,,,2018.0,2021.0,21.84,2018.0,3.0,2.949108,0.093488,0.983036,0.032
2019,Josh Adams,NYJ,8.0,12.0,1.5,0.0,0.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,12.0,4.0,67.0,0.0,67.0,67.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0034457,1996-10-29,,,2018.0,2021.0,22.84,2019.0,1.0,0.680181,0.0,0.680181,0.0
2020,Josh Adams,NYJ,29.0,157.0,5.4,2.0,0.0,8.0,67.0,,,,8.0,6.0,29.0,4.8,0.0,,,,,,,75.0,9.0,39.0,11.0,47.0,49.0,2.0,1.0,0.167,0.069,0.0663,0.0,0.0,0.0,0.0,0.0015,0.0,RB,00-0034457,1996-10-29,,,2018.0,2021.0,23.84,2020.0,1.0,0.21701,0.0,0.21701,0.0
2019,Josh Jacobs,OAK,242.0,1150.0,4.8,7.0,1.0,13.0,,159.0,0.67,41.8,27.0,20.0,166.0,8.3,0.0,96.0,1.73,46.0,37.0,69.0,59.0,460.0,35.0,53.0,6.0,57.0,58.0,12.0,5.0,0.667,0.0289,0.0304,0.0,0.0,0.0,0.0,0.0121,0.0,RB,00-0035700,1998-02-11,1.0,24.0,2019.0,2026.0,21.55,2019.0,4.0,19.098509,19.098509,4.774628,1.0
2020,Josh Jacobs,LV,273.0,1065.0,3.9,12.0,2.0,15.0,69.0,-8.0,-0.03,39.1,45.0,33.0,238.0,7.2,0.0,148.0,1.61,40.0,46.0,47.0,42.0,619.0,41.0,44.0,7.0,49.0,51.0,20.0,5.0,0.952,0.044,0.0451,0.0,0.0,0.0,0.0,0.0091,0.0,RB,00-0035700,1998-02-11,1.0,24.0,2019.0,2026.0,22.55,2019.0,4.0,19.098509,19.098509,4.774628,1.0
2021,Josh Jacobs,LV,217.0,872.0,4.0,9.0,2.0,15.0,67.0,-13.0,-0.06,41.8,64.0,54.0,348.0,6.4,0.0,214.0,1.83,52.0,45.0,39.0,39.0,625.0,42.0,35.0,10.0,43.0,45.0,9.0,6.0,0.643,0.0415,0.0387,0.0,0.0,0.0,0.0,0.0118,0.0,RB,00-0035700,1998-02-11,1.0,24.0,2019.0,2026.0,23.55,2019.0,4.0,19.098509,19.098509,4.774628,1.0
2022,Josh Jacobs,LV,340.0,1653.0,4.9,12.0,1.0,17.0,72.0,158.0,0.47,39.8,64.0,53.0,400.0,7.5,0.0,298.0,1.34,76.0,83.0,26.0,55.0,821.0,48.0,41.0,8.0,48.0,49.0,11.0,5.0,0.846,0.0353,0.0299,0.0,0.0,0.0,0.0,0.0067,0.0,RB,00-0035700,1998-02-11,1.0,24.0,2019.0,2026.0,24.55,2019.0,4.0,19.098509,19.098509,4.774628,1.0
2023,Josh Jacobs,LV,233.0,805.0,3.5,6.0,1.0,13.0,67.0,-86.0,-0.37,34.6,54.0,37.0,296.0,8.0,0.0,188.0,1.57,70.0,62.0,58.0,70.0,600.0,46.0,39.0,9.0,45.0,48.0,10.0,5.0,0.769,0.0258,0.0277,0.0,1.0,0.0,0.0,0.0145,0.0,RB,00-0035700,1998-02-11,1.0,24.0,2019.0,2026.0,25.55,2023.0,1.0,15.798262,13.520504,15.798262,0.856
2024,Josh Jacobs,GB,301.0,1329.0,4.4,15.0,3.0,17.0,71.0,217.0,0.73,48.8,43.0,36.0,342.0,9.5,1.0,210.0,1.82,39.0,66.0,78.0,78.0,678.0,40.0,44.0,6.0,50.0,51.0,22.0,11.0,0.786,0.0498,0.0455,1.0,1.0,0.0,0.0233,0.0272,0.0,RB,00-0035700,1998-02-11,1.0,24.0,2019.0,2026.0,26.55,2024.0,4.0,56.607674,14.741582,14.151919,0.26
2025,Josh Jacobs,GB,234.0,929.0,4.0,13.0,2.0,15.0,71.0,-7.0,-0.03,40.3,44.0,36.0,282.0,7.8,1.0,177.0,1.61,65.0,81.0,48.0,69.0,554.0,37.0,42.0,8.0,49.0,50.0,20.0,8.0,0.833,0.0556,0.0503,0.0,0.0,0.0,0.0227,0.0247,0.0,RB,00-0035700,1998-02-11,1.0,24.0,2019.0,2026.0,27.55,2024.0,4.0,56.607674,14.741582,14.151919,0.26
2020,Joshua Kelley,LAC,111.0,354.0,3.2,2.0,2.0,14.0,67.0,-80.0,-0.76,26.7,23.0,23.0,148.0,6.4,0.0,95.0,1.56,46.0,67.0,50.0,57.0,297.0,21.0,37.0,8.0,45.0,45.0,7.0,2.0,0.538,0.018,0.0288,0.0,0.0,0.0,0.0,0.0113,0.0,RB,00-0036370,1997-11-20,4.0,112.0,2020.0,2024.0,22.78,2020.0,4.0,6.193207,1.185871,1.548302,0.191
2021,Joshua Kelley,LAC,33.0,102.0,3.1,0.0,1.0,8.0,70.0,,,,6.0,5.0,38.0,7.6,0.0,,,,,,,134.0,17.0,25.0,4.0,28.0,29.0,2.0,0.0,0.091,0.0,0.018,0.0,0.0,0.0,0.0,0.0074,0.0,RB,00-0036370,1997-11-20,4.0,112.0,2020.0,2024.0,23.78,2020.0,4.0,6.193207,1.185871,1.548302,0.191
2022,Joshua Kelley,LAC,69.0,287.0,4.2,2.0,0.0,12.0,70.0,,,,25.0,14.0,101.0,7.2,0.0,130.0,0.84,40.0,37.0,32.0,25.0,268.0,22.0,26.0,9.0,31.0,35.0,4.0,2.0,0.235,0.029,0.0339,0.0,0.0,0.0,0.0,0.0037,0.0,RB,00-0036370,1997-11-20,4.0,112.0,2020.0,2024.0,24.78,2020.0,4.0,6.193207,1.185871,1.548302,0.191
2023,Joshua Kelley,LAC,107.0,405.0,3.8,2.0,1.0,17.0,72.0,-25.0,-0.24,30.5,12.0,8.0,32.0,4.0,0.0,,,,,,,392.0,23.0,27.0,3.0,29.0,30.0,3.0,1.0,0.167,0.0187,0.0198,0.0,0.0,0.0,0.0,0.0037,0.0,RB,00-0036370,1997-11-20,4.0,112.0,2020.0,2024.0,25.78,2020.0,4.0,6.193207,1.185871,1.548302,0.191
2019,Justice Hill,BAL,58.0,225.0,3.9,2.0,0.0,16.0,,,,,15.0,8.0,70.0,8.8,0.0,,,,,,,187.0,12.0,31.0,8.0,35.0,39.0,1.0,0.0,0.04,0.0345,0.0271,0.0,0.0,0.0,0.0,0.0191,0.0,RB,00-0034975,1997-11-14,4.0,113.0,2019.0,2026.0,21.8,2019.0,4.0,5.220036,1.186965,1.305009,0.227
